,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN
0,-0.336898395721927,0.647368421052631,-1.3888888888888888,-0.040176009183087814,0.2781954887218045,0.44686648501362397,0.1659919028340081,-0.9654372359876428,72000.0,0.0,1.0,0.0,0.0,0.0
1,0.2085561497326209,-0.16578947368421101,-1.2777777777777777,0.0968050506982973,-0.18796992481203006,-0.28201634877384196,-0.145748987854251,1.7741630414223568,274100.0,1.0,0.0,0.0,0.0,0.0
2,-0.43048128342246034,0.6026315789473675,-0.3333333333333333,-0.7885976659651808,-0.6954887218045113,-0.1880108991825613,-0.6558704453441295,-0.9291721833427906,58300.0,0.0,1.0,0.0,0.0,0.0
3,0.06951871657754156,-0.05526315789473701,0.0,-0.9822077673617754,-0.6390977443609023,-0.6430517711171662,-0.6032388663967612,-0.9418826051320851,200000.0,1.0,0.0,0.0,0.0,0.0
4,-0.7085561497326228,0.9157894736842087,-0.5555555555555556,0.01262674574325617,-0.09774436090225563,0.08310626702997276,-0.016194331983805668,0.3458546119412397,117900.0,0.0,1.0,0.0,0.0,0.0
5,0.06951871657754156,-0.13684210526315857,0.05555555555555555,0.3638798546011096,0.2556390977443609,0.2656675749318801,0.4534412955465587,0.37924468822898966,315100.0,1.0,0.0,0.0,0.0,0.0
6,0.04010695187165553,-0.07894736842105367,0.0,0.4748421656782093,0.4849624060150376,-0.031335149863760216,0.5182186234817814,0.6582687094130257,500001.0,1.0,0.0,0.0,0.0,0.0
7,-0.20053475935828904,0.502631578947367,-1.2222222222222223,1.409986607996939,0.9210526315789473,1.20708446866485,0.9878542510121457,0.40617867725868506,108100.0,0.0,1.0,0.0,0.0,0.0
8,-1.0401069518716592,0.8394736842105248,-0.7222222222222222,0.29959823990816914,0.06390977443609022,0.02316076294277929,0.020242914979757085,0.7460815837589057,334600.0,0.0,0.0,0.0,0.0,1.0
9,-0.98395721925134,0.965789473684208,-0.16666666666666666,0.10139659460493591,-0.2631578947368421,-0.16621253405994552,-0.10931174089068826,0.8685454889351241,198000.0,0.0,0.0,0.0,1.0,0.0
10,0.18449197860962532,-0.05000000000000122,0.2222222222222222,-0.3332695618901856,-0.5939849624060151,-0.2506811989100817,-0.5263157894736842,0.7707458546119412,168800.0,1.0,0.0,0.0,0.0,0.0
11,0.17647058823529344,-0.1263157894736851,0.2777777777777778,-0.6378419743638799,-0.7744360902255639,-0.5858310626702997,-0.728744939271255,0.8229998108568187,179300.0,1.0,0.0,0.0,0.0,0.0
12,0.061497326203209704,-0.007894736842105553,-0.05555555555555555,1.001339200306103,0.42857142857142855,0.8596730245231607,0.6356275303643725,0.6549902276022951,248200.0,1.0,0.0,0.0,0.0,0.0
13,0.072192513368983,-0.06578947368421045,0.16666666666666666,-0.04400229577195332,1.0075187969924813,0.38419618528610355,0.8623481781376519,-0.6764264548263036,410000.0,1.0,0.0,0.0,0.0,0.0
14,-1.029411764705886,0.9052631578947352,1.1666666666666667,0.6079969389707289,0.7368421052631579,0.15258855585831063,0.805668016194332,0.090385221612761,396800.0,0.0,0.0,0.0,1.0,0.0
15,0.4518716577540107,-0.13684210526315857,-1.0555555555555556,-0.9217524392577005,-1.0112781954887218,-0.8651226158038147,-1.0769230769230769,-0.6749133093751971,56700.0,0.0,1.0,0.0,0.0,0.0
16,-0.48930481283422483,0.14473684210526225,-0.8888888888888888,-0.7097761622345514,-0.7969924812030075,-0.9019073569482289,-0.7854251012145749,0.4938906752411577,158000.0,1.0,0.0,0.0,0.0,0.0
17,-0.15240641711230166,0.03421052631578824,0.1111111111111111,0.07614310311842357,-0.02631578947368421,-0.035422343324250684,-0.10121457489878542,0.9644789105352753,297900.0,1.0,0.0,0.0,0.0,0.0
18,0.144385026737966,-0.10000000000000056,0.2777777777777778,-0.6585039219437536,-0.6015037593984962,0.1307901907356948,-0.5910931174089069,-0.09981716159132452,161800.0,1.0,0.0,0.0,0.0,0.0
